year,country,iso3,region,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct
2025,Vietnam,VNM,Asia,25.63,31.69,16.33,2.99,11.59,6.12,2.55,3.1,23.36,73.65
2026,Vietnam,VNM,Asia,25.39,30.27,17.31,3.62,10.91,6.11,3.16,3.23,23.41,72.97
2000,Thailand,THA,Asia,34.15,35.3,13.52,1.95,8.82,0.39,0.0,5.87,15.08,82.97
2001,Thailand,THA,Asia,33.3,33.69,11.64,1.88,11.45,1.39,0.94,5.71,19.49,78.63
2002,Thailand,THA,Asia,33.01,35.51,12.52,1.49,9.69,0.0,1.36,6.41,17.46,81.05
2003,Thailand,THA,Asia,35.81,36.18,12.64,0.0,9.04,0.07,0.0,6.26,15.36,84.64
2004,Thailand,THA,Asia,33.5,33.33,14.01,1.34,9.64,1.0,1.67,5.52,17.83,80.83
2005,Thailand,THA,Asia,33.99,33.15,12.54,3.37,8.11,2.75,1.3,4.79,16.95,79.69
2006,Thailand,THA,Asia,31.45,35.28,14.61,2.08,10.0,0.96,1.04,4.57,16.58,81.34
2007,Thailand,THA,Asia,32.61,35.88,13.68,1.24,8.74,2.04,0.32,5.5,16.59,82.17
2008,Thailand,THA,Asia,29.84,33.63,12.59,2.32,9.51,3.81,1.38,6.91,21.62,76.06
2009,Thailand,THA,Asia,30.73,33.22,13.28,2.58,10.74,3.19,1.83,4.44,20.2,77.23
2010,Thailand,THA,Asia,31.0,34.22,15.66,1.79,9.26,1.79,2.37,3.92,17.33,80.88
2011,Thailand,THA,Asia,31.33,33.16,13.88,3.95,8.47,4.58,1.99,2.64,17.68,78.36
2012,Thailand,THA,Asia,32.03,33.72,14.37,1.5,8.45,5.66,0.92,3.36,18.38,80.12
2013,Thailand,THA,Asia,30.79,31.4,14.26,3.56,10.65,3.17,2.05,4.13,19.99,76.45
2014,Thailand,THA,Asia,30.11,32.14,14.93,1.96,9.45,4.9,2.98,3.52,20.85,77.18
2015,Thailand,THA,Asia,28.28,32.24,17.77,1.56,9.92,4.16,2.22,3.84,20.15,78.29
2016,Thailand,THA,Asia,27.48,29.66,15.15,2.94,9.98,5.4,3.47,5.93,24.78,72.28
2017,Thailand,THA,Asia,28.83,30.18,16.29,3.27,11.58,3.51,3.08,3.26,21.43,75.3
2018,Thailand,THA,Asia,27.9,30.57,16.23,1.25,10.53,4.93,2.85,5.73,24.05,74.7
2019,Thailand,THA,Asia,26.3,30.51,15.87,2.82,11.77,4.99,2.27,5.47,24.49,72.69
2020,Thailand,THA,Asia,28.41,31.09,16.7,1.6,8.63,5.28,3.16,5.13,22.2,76.2
2021,Thailand,THA,Asia,26.97,30.88,15.62,3.61,11.15,5.92,3.58,2.26,22.91,73.47
2022,Thailand,THA,Asia,26.98,31.83,17.01,2.2,9.62,5.38,2.96,4.02,21.98,75.82
2023,Thailand,THA,Asia,26.09,31.16,17.45,1.99,9.37,5.56,3.31,5.07,23.31,74.7
2024,Thailand,THA,Asia,27.45,30.91,17.48,1.55,10.12,5.62,5.27,1.61,22.61,75.84
2025,Thailand,THA,Asia,25.46,28.96,17.54,3.58,10.89,6.59,4.55,2.42,24.45,71.96
2026,Thailand,THA,Asia,25.31,31.08,18.38,2.48,9.75,8.04,2.92,2.06,22.76,74.77
2000,Pakistan,PAK,Asia,36.08,35.03,10.69,3.4,9.02,0.0,0.0,5.78,14.8,81.8
2001,Pakistan,PAK,Asia,33.49,35.27,12.25,3.0,9.32,2.39,0.0,4.27,15.98,81.02
2002,Pakistan,PAK,Asia,34.47,33.62,12.27,2.4,10.13,0.8,0.0,6.31,17.24,80.36
2003,Pakistan,PAK,Asia,32.99,34.27,13.82,2.34,8.39,2.47,0.0,5.73,16.58,81.08
2004,Pakistan,PAK,Asia,33.51,34.12,13.82,2.42,10.61,0.26,0.45,4.81,16.13,81.45
2005,Pakistan,PAK,Asia,32.6,33.63,14.87,1.92,7.81,2.72,1.21,5.25,16.98,81.1
2006,Pakistan,PAK,Asia,32.08,32.72,15.24,2.27,8.22,1.93,2.12,5.43,17.7,80.03
2007,Pakistan,PAK,Asia,32.22,33.5,13.03,3.89,10.18,0.21,1.5,5.47,17.37,78.75
2008,Pakistan,PAK,Asia,31.52,32.49,12.8,3.4,10.26,2.64,1.48,5.41,19.79,76.81
2009,Pakistan,PAK,Asia,30.11,32.04,14.77,3.64,8.51,2.15,2.16,6.63,19.44,76.92
2010,Pakistan,PAK,Asia,31.84,31.21,15.06,2.36,10.68,3.36,0.27,5.22,19.52,78.11
2011,Pakistan,PAK,Asia,32.16,33.26,14.46,0.86,10.81,3.21,0.78,4.46,19.26,79.88
2012,Pakistan,PAK,Asia,31.93,33.59,15.44,0.74,11.86,3.39,0.78,2.25,18.29,80.96
2013,Pakistan,PAK,Asia,30.11,32.08,14.76,3.26,10.54,3.59,1.69,3.96,19.78,76.95
2014,Pakistan,PAK,Asia,27.81,31.21,14.01,3.72,9.6,3.84,4.22,5.59,23.26,73.02
2015,Pakistan,PAK,Asia,30.96,31.37,17.68,2.5,9.79,1.88,2.64,3.19,17.5,80.0
2016,Pakistan,PAK,Asia,28.51,29.98,17.05,3.09,11.97,3.2,3.91,2.29,21.37,75.54
2017,Pakistan,PAK,Asia,29.83,32.36,16.1,2.22,9.45,3.45,2.26,4.32,19.49,78.29
2018,Pakistan,PAK,Asia,28.98,31.55,17.16,1.2,9.48,5.51,3.08,3.03,21.11,77.69
2019,Pakistan,PAK,Asia,29.22,31.45,15.93,3.28,10.21,4.69,2.42,2.79,20.11,76.6
2020,Pakistan,PAK,Asia,27.12,32.5,16.99,3.76,10.6,4.81,1.44,2.79,19.63,76.61
2021,Pakistan,PAK,Asia,24.96,28.73,16.95,3.59,11.61,4.65,4.59,4.91,25.77,70.64
2022,Pakistan,PAK,Asia,26.74,31.76,18.62,2.83,10.03,5.38,1.04,3.59,20.04,77.12
2023,Pakistan,PAK,Asia,25.96,30.1,18.09,1.46,11.03,6.81,3.2,3.35,24.39,74.15
2024,Pakistan,PAK,Asia,24.75,31.35,17.85,3.21,10.58,5.86,2.19,4.22,22.84,73.95
2025,Pakistan,PAK,Asia,26.18,29.78,18.25,4.24,11.18,6.19,2.37,1.81,21.55,74.21
2026,Pakistan,PAK,Asia,25.35,32.31,17.74,2.47,9.63,6.64,4.1,1.77,22.14,75.39
2000,Malaysia,MYS,Asia,34.42,33.25,13.81,0.79,11.06,1.33,0.0,5.35,17.73,81.48
2001,Malaysia,MYS,Asia,34.11,34.31,12.38,2.08,8.5,2.59,0.0,6.02,17.12,80.8
2002,Malaysia,MYS,Asia,33.45,34.19,12.05,2.06,9.94,1.34,0.53,6.44,18.25,79.68
2003,Malaysia,MYS,Asia,33.55,34.36,12.35,3.09,10.24,0.64,0.27,5.5,16.65,80.26
2004,Malaysia,MYS,Asia,32.56,33.23,12.02,2.84,10.53,2.78,0.01,6.03,19.35,77.81
2005,Malaysia,MYS,Asia,32.83,36.72,12.32,1.27,10.88,0.76,0.01,5.2,16.86,81.87
2006,Malaysia,MYS,Asia,33.04,32.54,13.18,1.83,10.7,2.44,0.0,6.28,19.41,78.76
2007,Malaysia,MYS,Asia,31.37,33.54,12.55,2.61,12.42,1.99,0.61,4.91,19.93,77.45
2008,Malaysia,MYS,Asia,31.07,35.61,14.44,1.28,9.16,2.21,2.21,4.01,17.59,81.13
2009,Malaysia,MYS,Asia,32.59,33.11,13.12,1.87,11.72,1.03,0.65,5.9,19.31,78.81
2010,Malaysia,MYS,Asia,31.08,31.98,15.13,3.37,10.23,2.06,1.07,5.08,18.45,78.19
2011,Malaysia,MYS,Asia,27.65,32.11,15.24,2.05,9.72,3.89,3.42,5.9,22.94,75.01
2012,Malaysia,MYS,Asia,28.54,32.25,15.21,1.96,11.74,4.84,1.03,4.44,22.04,76.0
2013,Malaysia,MYS,Asia,31.24,34.5,15.78,3.69,9.73,0.94,0.42,3.71,14.8,81.51
2014,Malaysia,MYS,Asia,30.79,34.55,15.05,1.41,9.65,2.82,1.7,4.03,18.19,80.39
2015,Malaysia,MYS,Asia,30.12,31.33,15.2,2.05,10.88,3.91,3.38,3.14,21.31,76.65
2016,Malaysia,MYS,Asia,29.53,32.14,14.83,2.61,12.03,3.54,2.39,2.91,20.88,76.51
2017,Malaysia,MYS,Asia,28.45,32.61,16.3,2.37,10.3,3.09,2.1,4.78,20.27,77.36
2018,Malaysia,MYS,Asia,27.3,31.86,16.8,1.95,10.57,3.4,3.74,4.38,22.08,75.97
2019,Malaysia,MYS,Asia,27.03,31.64,15.64,2.06,11.08,6.78,2.17,3.6,23.63,74.31
2020,Malaysia,MYS,Asia,28.08,30.78,17.04,3.52,9.35,5.75,3.04,2.45,20.59,75.9
2021,Malaysia,MYS,Asia,25.39,29.68,17.4,3.69,10.53,5.97,3.57,3.77,23.83,72.47
2022,Malaysia,MYS,Asia,27.43,31.8,15.95,2.09,9.13,7.16,5.13,1.32,22.73,75.18
2023,Malaysia,MYS,Asia,26.82,29.67,17.73,3.28,11.07,6.19,2.1,3.14,22.5,74.22
2024,Malaysia,MYS,Asia,26.54,30.47,18.38,2.89,9.5,5.43,3.33,3.47,21.73,75.39
2025,Malaysia,MYS,Asia,23.85,29.95,16.06,2.39,11.4,5.65,4.63,6.07,27.75,69.86
2026,Malaysia,MYS,Asia,26.19,29.83,18.67,1.61,8.34,6.96,4.35,4.05,23.71,74.68
2000,Philippines,PHL,Asia,34.41,35.17,12.15,1.87,9.92,0.0,0.28,6.19,16.39,81.74
2001,Philippines,PHL,Asia,33.86,35.15,13.14,2.69,8.87,0.37,0.0,5.93,15.17,82.14
2002,Philippines,PHL,Asia,31.88,34.34,12.67,3.09,10.57,0.26,0.0,7.19,18.02,78.89
2003,Philippines,PHL,Asia,32.74,32.14,13.32,2.2,11.18,1.02,0.43,6.98,19.61,78.19
2004,Philippines,PHL,Asia,33.1,34.89,12.48,0.0,11.27,0.54,1.58,6.15,19.54,80.46
2005,Philippines,PHL,Asia,34.22,34.11,12.59,2.32,11.09,1.32,0.07,4.29,16.77,80.91
2006,Philippines,PHL,Asia,32.34,32.73,13.09,1.96,9.4,1.88,1.45,7.15,19.88,78.17
2007,Philippines,PHL,Asia,32.2,34.32,12.46,0.65,9.72,2.67,1.73,6.24,20.36,78.99
2008,Philippines,PHL,Asia,29.45,34.79,14.21,0.77,10.75,2.33,1.62,6.09,20.78,78.45
2009,Philippines,PHL,Asia,32.85,32.67,14.32,0.75,10.94,3.93,0.15,4.41,19.42,79.83
2010,Philippines,PHL,Asia,30.17,32.51,14.67,1.94,10.62,3.75,2.63,3.72,20.71,77.36
2011,Philippines,PHL,Asia,31.7,33.87,15.87,2.23,9.12,1.95,0.58,4.68,16.33,81.44
2012,Philippines,PHL,Asia,30.62,33.34,14.01,2.38,9.7,2.54,2.53,4.88,19.66,77.96
2013,Philippines,PHL,Asia,29.67,32.34,15.37,3.06,9.02,4.33,2.22,4.0,19.57,77.38
2014,Philippines,PHL,Asia,29.58,32.35,16.16,1.48,11.22,3.76,1.63,3.81,20.43,78.1
2015,Philippines,PHL,Asia,28.79,30.98,16.46,4.65,8.55,3.15,3.12,4.31,19.13,76.23
2016,Philippines,PHL,Asia,30.12,32.29,15.34,2.42,7.73,3.21,3.46,5.42,19.83,77.75
2017,Philippines,PHL,Asia,28.99,31.23,13.27,1.96,10.99,6.02,3.86,3.69,24.56,73.48
2018,Philippines,PHL,Asia,26.52,31.2,16.02,4.22,10.13,4.82,2.82,4.28,22.05,73.74
2019,Philippines,PHL,Asia,28.98,31.34,15.69,4.2,8.55,6.91,1.04,3.3,19.8,76.0
2020,Philippines,PHL,Asia,28.49,31.38,15.41,3.22,10.14,5.21,2.47,3.68,21.5,75.28
2021,Philippines,PHL,Asia,26.03,33.0,16.41,2.41,9.35,7.34,1.57,3.89,22.15,75.44
2022,Philippines,PHL,Asia,26.53,29.6,16.4,3.19,9.22,6.24,5.16,3.66,24.28,72.53
2023,Philippines,PHL,Asia,24.89,29.95,17.15,2.55,10.23,6.55,5.31,3.37,25.46,71.99
2024,Philippines,PHL,Asia,24.71,31.66,18.88,3.17,9.79,7.11,3.49,1.18,21.58,75.25
2025,Philippines,PHL,Asia,25.23,30.23,18.68,2.17,9.94,6.79,3.82,3.14,23.69,74.14
2026,Philippines,PHL,Asia,24.96,30.12,18.69,4.21,9.22,6.81,3.57,2.43,22.02,73.77
2000,Bangladesh,BGD,Asia,33.34,34.98,12.46,1.84,9.98,0.42,1.41,5.57,17.38,80.78
2001,Bangladesh,BGD,Asia,32.94,34.2,13.9,0.86,10.49,1.41,0.0,6.2,18.1,81.04
2002,Bangladesh,BGD,Asia,35.61,35.11,12.08,1.52,9.89,0.24,0.0,5.55,15.67,82.81
2003,Bangladesh,BGD,Asia,35.41,33.56,11.06,3.36,9.91,0.42,0.35,5.93,16.62,80.03
2004,Bangladesh,BGD,Asia,33.55,35.38,12.18,1.89,7.93,2.29,0.45,6.32,16.99,81.12
2005,Bangladesh,BGD,Asia,34.07,35.12,13.35,2.62,9.18,0.18,0.68,4.82,14.85,82.53
2006,Bangladesh,BGD,Asia,33.71,33.81,12.52,1.94,10.01,1.53,1.18,5.31,18.03,80.03
2007,Bangladesh,BGD,Asia,31.28,31.88,13.4,2.86,9.75,3.16,1.04,6.63,20.58,76.56
2008,Bangladesh,BGD,Asia,32.53,33.94,12.43,2.29,11.04,2.39,1.76,3.63,18.81,78.91
2009,Bangladesh,BGD,Asia,34.34,33.34,12.4,2.05,7.75,1.37,4.05,4.7,17.87,80.08
2010,Bangladesh,BGD,Asia,29.91,33.3,13.49,3.27,9.17,2.98,0.39,7.49,20.03,76.7
2011,Bangladesh,BGD,Asia,31.56,33.04,14.38,1.89,9.32,2.19,3.4,4.22,19.14,78.98
2012,Bangladesh,BGD,Asia,28.75,32.08,15.97,2.25,10.04,4.48,1.09,5.34,20.95,76.81
2013,Bangladesh,BGD,Asia,29.27,33.01,14.58,2.25,10.8,4.24,1.83,4.02,20.89,76.86
2014,Bangladesh,BGD,Asia,30.53,32.18,14.52,1.84,10.78,3.8,1.95,4.4,20.93,77.22
2015,Bangladesh,BGD,Asia,28.07,30.43,15.82,3.64,10.0,5.14,2.2,4.71,22.04,74.32
2016,Bangladesh,BGD,Asia,28.53,31.49,15.88,3.1,11.43,3.6,2.2,3.77,21.0,75.9
2017,Bangladesh,BGD,Asia,29.09,30.8,17.91,1.69,10.53,3.27,3.35,3.37,20.52,77.8
2018,Bangladesh,BGD,Asia,27.79,32.73,15.94,2.18,10.49,5.82,2.01,3.02,21.35,76.46
2019,Bangladesh,BGD,Asia,26.96,31.02,17.36,1.61,9.42,6.12,4.76,2.74,23.04,75.34
2020,Bangladesh,BGD,Asia,26.49,31.44,15.99,2.0,10.22,6.91,1.76,5.18,24.07,73.93
2021,Bangladesh,BGD,Asia,25.72,30.56,18.0,3.06,9.47,6.22,2.98,4.0,22.67,74.27
2022,Bangladesh,BGD,Asia,27.85,33.45,16.58,1.94,9.09,6.2,1.96,2.93,20.18,77.88
2023,Bangladesh,BGD,Asia,25.08,32.1,16.34,1.6,10.26,7.89,3.43,3.31,24.89,73.51
2024,Bangladesh,BGD,Asia,26.55,30.68,17.63,2.3,10.26,5.0,3.01,4.57,22.85,74.85
2025,Bangladesh,BGD,Asia,27.73,31.82,16.46,1.82,9.68,6.81,2.7,2.98,22.18,76.0
2026,Bangladesh,BGD,Asia,27.62,31.37,18.8,2.05,8.63,5.96,2.39,3.17,20.15,77.8
2000,Kazakhstan,KAZ,Eurasia,14.72,23.0,47.99,6.19,4.74,0.74,0.0,2.62,8.1,85.71
2001,Kazakhstan,KAZ,Eurasia,16.41,23.13,52.16,4.58,2.49,0.0,0.36,0.86,3.71,91.7
2002,Kazakhstan,KAZ,Eurasia,14.03,24.5,48.86,5.36,2.59,0.75,1.1,2.83,7.26,87.38
2003,Kazakhstan,KAZ,Eurasia,14.27,24.22,48.47,7.48,3.99,0.03,0.0,1.54,5.55,86.96
2004,Kazakhstan,KAZ,Eurasia,14.47,25.52,50.7,6.62,1.64,0.0,0.02,1.02,2.68,90.7
2005,Kazakhstan,KAZ,Eurasia,13.5,24.38,51.07,5.53,2.44,0.0,0.19,2.89,5.52,88.95
2006,Kazakhstan,KAZ,Eurasia,15.46,23.96,49.88,5.17,3.41,0.61,1.52,0.0,5.54,89.29
2007,Kazakhstan,KAZ,Eurasia,14.44,25.38,52.54,4.76,1.76,1.11,0.0,0.0,2.87,92.37
2008,Kazakhstan,KAZ,Eurasia,15.01,24.66,51.05,4.72,2.9,1.53,0.0,0.13,4.56,90.72
2009,Kazakhstan,KAZ,Eurasia,13.11,23.54,49.7,6.23,4.02,0.61,0.89,1.89,7.42,86.35
2010,Kazakhstan,KAZ,Eurasia,14.42,23.47,52.16,4.6,2.97,0.64,0.0,1.76,5.37,90.04
2011,Kazakhstan,KAZ,Eurasia,13.24,23.33,52.15,4.87,3.71,0.26,1.28,1.17,6.42,88.72
2012,Kazakhstan,KAZ,Eurasia,12.62,24.36,47.55,6.89,4.45,1.17,0.13,2.83,8.58,84.53
2013,Kazakhstan,KAZ,Eurasia,13.5,23.34,52.34,5.56,2.1,1.65,0.0,1.51,5.26,89.18
2014,Kazakhstan,KAZ,Eurasia,12.17,23.86,51.41,4.99,2.95,1.63,1.0,2.01,7.58,87.44
2015,Kazakhstan,KAZ,Eurasia,13.07,22.81,52.23,5.56,3.81,1.8,0.0,0.72,6.34,88.1
2016,Kazakhstan,KAZ,Eurasia,12.51,21.52,50.98,7.47,1.94,1.93,0.18,3.47,7.52,85.01
2017,Kazakhstan,KAZ,Eurasia,12.47,23.1,51.51,5.67,4.38,1.14,1.7,0.03,7.24,87.08
2018,Kazakhstan,KAZ,Eurasia,13.52,21.85,50.51,6.59,3.21,0.74,1.4,2.17,7.53,85.88
2019,Kazakhstan,KAZ,Eurasia,14.08,21.32,52.97,8.23,2.6,0.0,0.0,0.8,3.39,88.37
2020,Kazakhstan,KAZ,Eurasia,14.38,22.2,50.53,5.72,1.64,1.61,0.66,3.26,7.16,87.11
2021,Kazakhstan,KAZ,Eurasia,13.34,23.65,52.72,5.58,2.15,0.0,1.74,0.82,4.7,89.72
2022,Kazakhstan,KAZ,Eurasia,13.43,22.62,52.3,5.53,3.31,0.63,1.75,0.44,6.12,88.35
2023,Kazakhstan,KAZ,Eurasia,12.13,22.45,49.53,7.07,3.34,2.6,1.18,1.7,8.82,84.11
2024,Kazakhstan,KAZ,Eurasia,12.16,21.39,51.4,8.09,1.99,1.66,1.33,1.99,6.97,84.94
2025,Kazakhstan,KAZ,Eurasia,11.87,21.83,54.52,6.79,1.81,2.97,0.17,0.05,5.0,88.21
2026,Kazakhstan,KAZ,Eurasia,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.26
2000,Argentina,ARG,LatAm,5.21,44.99,14.93,1.11,25.58,0.45,0.0,7.74,33.76,65.13
2001,Argentina,ARG,LatAm,4.6,45.61,14.35,1.68,25.14,0.0,1.47,7.14,33.75,64.57
2002,Argentina,ARG,LatAm,3.89,42.74,15.62,3.06,23.35,0.79,1.26,9.29,34.69,62.24
2003,Argentina,ARG,LatAm,5.12,45.69,15.46,1.53,24.26,0.25,0.29,7.4,32.2,66.26
2004,Argentina,ARG,LatAm,3.12,45.01,14.98,1.14,26.25,0.98,0.84,7.67,35.75,63.11
2005,Argentina,ARG,LatAm,5.6,44.81,14.66,0.83,24.75,0.44,0.8,8.1,34.09,65.08
2006,Argentina,ARG,LatAm,4.88,41.59,15.34,2.08,25.34,1.61,2.03,7.13,36.11,61.81
2007,Argentina,ARG,LatAm,5.31,43.14,13.31,2.53,23.83,1.79,1.01,9.08,35.71,61.75
2008,Argentina,ARG,LatAm,5.37,41.82,15.15,0.96,25.89,2.17,1.19,7.45,36.7,62.34
2009,Argentina,ARG,LatAm,4.42,45.71,13.81,1.47,25.09,0.0,2.21,7.29,34.59,63.94
2010,Argentina,ARG,LatAm,3.49,41.35,14.24,0.85,25.2,2.39,4.23,8.25,40.07,59.07
2011,Argentina,ARG,LatAm,5.09,43.19,13.31,1.41,25.52,1.65,2.13,7.7,37.0,61.59
2012,Argentina,ARG,LatAm,2.69,43.08,14.36,1.5,26.12,3.46,2.39,6.4,38.36,60.14
2013,Argentina,ARG,LatAm,4.53,41.72,13.9,0.0,25.3,4.04,2.47,8.03,39.85,60.15
2014,Argentina,ARG,LatAm,3.99,41.86,14.01,0.04,25.49,3.21,5.8,5.59,40.09,59.86
2015,Argentina,ARG,LatAm,3.56,43.64,13.93,1.16,26.47,1.13,4.3,5.81,37.71,61.13
2016,Argentina,ARG,LatAm,3.69,42.14,14.49,1.15,23.88,3.07,4.75,6.83,38.53,60.32
2017,Argentina,ARG,LatAm,3.55,41.46,12.88,0.26,25.41,4.06,4.62,7.77,41.86,57.88
2018,Argentina,ARG,LatAm,3.97,39.74,12.59,2.35,24.79,5.06,6.75,4.76,41.36,56.3
2019,Argentina,ARG,LatAm,2.34,39.92,15.76,1.72,26.04,2.52,5.21,6.5,40.27,58.02
2020,Argentina,ARG,LatAm,4.1,39.98,14.38,0.85,25.27,4.32,4.05,7.06,40.7,58.45
2021,Argentina,ARG,LatAm,4.44,39.89,13.94,2.56,22.5,5.08,4.99,6.61,39.18,58.26
2022,Argentina,ARG,LatAm,3.48,40.09,13.85,2.05,25.15,3.66,5.37,6.35,40.53,57.42
2023,Argentina,ARG,LatAm,4.84,37.34,16.43,1.17,24.85,3.87,6.01,5.49,40.22,58.61
2024,Argentina,ARG,LatAm,2.12,39.81,15.35,0.0,25.59,4.27,5.53,7.32,42.72,57.28
2025,Argentina,ARG,LatAm,2.18,40.17,14.25,0.24,25.72,5.1,7.16,5.17,43.16,56.6
2026,Argentina,ARG,LatAm,2.23,39.46,13.48,0.49,25.71,4.74,7.86,6.04,44.34,55.17
2000,Colombia,COL,LatAm,6.13,44.52,14.61,0.91,24.12,0.0,0.7,9.01,33.83,65.26
2001,Colombia,COL,LatAm,5.86,45.55,15.93,0.0,24.29,0.0,0.14,8.23,32.66,67.34
2002,Colombia,COL,LatAm,3.97,45.26,14.6,0.0,27.74,0.35,0.0,8.08,36.17,63.83
2003,Colombia,COL,LatAm,4.43,42.65,15.6,0.89,25.89,0.14,1.19,9.22,36.43,62.68
2004,Colombia,COL,LatAm,5.8,44.85,14.35,0.98,22.18,0.56,2.14,9.14,34.02,65.0
2005,Colombia,COL,LatAm,4.53,45.74,14.42,0.28,24.53,0.0,1.97,8.52,35.02,64.69
2006,Colombia,COL,LatAm,5.23,44.13,14.95,0.0,25.79,1.27,0.52,8.1,35.68,64.32
2007,Colombia,COL,LatAm,4.24,45.79,13.78,1.34,24.1,0.79,2.18,7.77,34.85,63.81
2008,Colombia,COL,LatAm,4.34,43.4,14.07,1.87,24.47,1.43,2.49,7.92,36.32,61.81
2009,Colombia,COL,LatAm,5.02,44.16,15.32,0.68,24.25,0.31,0.76,9.5,34.82,64.5
2010,Colombia,COL,LatAm,2.04,44.68,13.92,2.21,23.01,1.7,4.18,8.25,37.15,60.64
2011,Colombia,COL,LatAm,3.96,42.49,13.76,2.48,25.59,2.12,3.37,6.23,37.31,60.21
2012,Colombia,COL,LatAm,4.54,42.81,15.02,0.43,23.73,1.9,3.92,7.64,37.2,62.38
2013,Colombia,COL,LatAm,3.99,42.97,14.16,1.05,24.28,3.42,3.75,6.38,37.84,61.12
2014,Colombia,COL,LatAm,2.36,42.08,13.3,1.04,26.51,3.39,5.22,6.11,41.23,57.73
2015,Colombia,COL,LatAm,4.76,40.83,14.33,2.93,23.95,2.81,3.04,7.34,37.15,59.92
2016,Colombia,COL,LatAm,3.24,43.42,12.88,1.57,24.63,3.85,4.34,6.07,38.89,59.54
2017,Colombia,COL,LatAm,3.3,40.76,15.14,0.0,24.66,3.6,6.17,6.36,40.8,59.2
2018,Colombia,COL,LatAm,3.55,43.95,12.86,0.0,25.89,2.89,3.41,7.45,39.64,60.36
2019,Colombia,COL,LatAm,3.81,41.62,13.62,1.08,25.6,3.4,5.58,5.3,39.87,59.05
2020,Colombia,COL,LatAm,3.49,41.52,15.18,2.29,24.82,3.81,4.85,4.04,37.52,60.2
2021,Colombia,COL,LatAm,2.02,40.49,13.98,2.39,26.12,3.33,6.42,5.25,41.12,56.49
2022,Colombia,COL,LatAm,3.89,40.5,15.0,0.49,25.34,2.3,7.03,5.45,40.12,59.39
2023,Colombia,COL,LatAm,3.22,38.42,13.68,2.35,24.5,5.12,6.21,6.5,42.33,55.32
2024,Colombia,COL,LatAm,3.19,37.68,13.5,2.48,24.35,4.3,8.32,6.18,43.15,54.37
2025,Colombia,COL,LatAm,3.89,40.44,14.74,1.76,22.78,5.19,6.56,4.65,39.17,59.07
2026,Colombia,COL,LatAm,2.92,40.03,12.7,2.34,26.51,2.69,6.69,6.12,42.02,55.65
2000,Chile,CHL,LatAm,4.75,46.52,16.14,0.0,25.0,0.0,0.0,7.59,32.59,67.41
2001,Chile,CHL,LatAm,4.06,43.52,15.02,2.01,25.14,0.93,0.0,9.31,35.38,62.6
2002,Chile,CHL,LatAm,4.84,45.49,17.32,0.0,23.81,0.79,0.28,7.47,32.36,67.64
2003,Chile,CHL,LatAm,3.75,43.96,15.95,2.24,26.92,0.0,0.0,7.18,34.1,63.66
2004,Chile,CHL,LatAm,5.89,43.98,14.7,1.21,24.57,0.0,1.57,8.08,34.21,64.58
2005,Chile,CHL,LatAm,3.44,44.94,14.49,1.24,25.06,1.87,1.58,7.4,35.9,62.86
2006,Chile,CHL,LatAm,4.83,43.96,15.2,2.02,24.25,1.81,0.0,7.91,33.98,64.0
2007,Chile,CHL,LatAm,4.14,44.59,14.41,1.59,22.98,0.98,1.03,10.28,35.27,63.14
2008,Chile,CHL,LatAm,3.86,45.26,15.4,0.0,25.44,2.02,2.33,5.69,35.47,64.53
2009,Chile,CHL,LatAm,3.59,42.54,14.64,2.13,23.07,2.89,2.28,8.84,37.09,60.78
2010,Chile,CHL,LatAm,4.34,42.02,15.84,0.57,25.22,0.48,4.42,7.11,37.23,62.2
2011,Chile,CHL,LatAm,5.75,42.6,13.7,2.33,25.01,2.06,1.69,6.87,35.63,62.04
2012,Chile,CHL,LatAm,4.56,41.93,14.18,0.59,25.39,3.84,2.97,6.55,38.74,60.67
2013,Chile,CHL,LatAm,6.56,40.89,13.91,0.62,24.03,2.51,4.3,7.2,38.03,61.35
2014,Chile,CHL,LatAm,4.78,41.41,14.01,1.31,24.94,1.51,5.99,6.05,38.49,60.2
2015,Chile,CHL,LatAm,3.48,40.7,13.18,1.96,27.13,2.31,4.36,6.88,40.68,57.35
2016,Chile,CHL,LatAm,4.56,42.22,15.21,0.73,24.42,3.54,4.1,5.21,37.27,62.0
2017,Chile,CHL,LatAm,2.87,42.58,15.49,0.79,25.09,4.44,2.85,5.9,38.27,60.94
2018,Chile,CHL,LatAm,5.66,42.01,13.23,1.12,26.13,0.92,5.04,5.88,37.98,60.9
2019,Chile,CHL,LatAm,2.0,43.72,14.91,1.03,26.01,2.78,3.86,5.68,38.34,60.63
2020,Chile,CHL,LatAm,4.3,41.22,14.1,0.0,24.52,4.56,5.87,5.42,40.38,59.62
2021,Chile,CHL,LatAm,0.8,41.67,14.18,0.1,25.43,5.02,5.81,6.99,43.25,56.65
2022,Chile,CHL,LatAm,1.85,41.51,12.53,0.59,24.57,5.65,6.5,6.8,43.53,55.89
2023,Chile,CHL,LatAm,2.82,39.79,13.14,1.27,26.97,4.86,5.85,5.3,42.98,55.74
2024,Chile,CHL,LatAm,3.0,40.79,14.72,1.21,24.15,4.73,6.69,4.71,40.27,58.52
